,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price
A_1630,Two_Story_1946_and_Newer,Residential_Low_Density,0,7655,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,903,903,GasA,Good,Y,SBrkr,910,732,0,1642,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,RFn,2,392,Typical,Typical,Paved,290,84,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,168000
A_1631,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,160,18160,Grvl,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkCmn,138,Typical,Typical,CBlock,Typical,Typical,Av,BLQ,2,Unf,0,752,1302,GasA,Fair,Y,SBrkr,1128,0,0,1128,1,0,1,0,3,1,Typical,6,Typ,1,Typical,Attchd,Unf,2,480,Typical,Typical,Partial_Pavement,0,108,246,0,0,0,No_Pool,Minimum_Privacy,None,0,3,2007,WD ,Alloca,154204
A_1632,One_Story_PUD_1946_and_Newer,Residential_Low_Density,0,3696,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0,Good,Typical,CBlock,Good,Typical,No,Unf,7,Unf,0,1074,1074,GasA,Excellent,Y,SBrkr,1088,0,0,1088,0,0,1,1,2,1,Good,5,Typ,0,No_Fireplace,Attchd,RFn,2,461,Typical,Typical,Paved,0,74,137,0,0,0,No_Pool,No_Fence,None,0,10,2007,WD ,Normal,170000
A_1633,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,0,5062,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,TwnhsE,Two_Story,Good,Average,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0,Good,Typical,CBlock,Good,Typical,Mn,GLQ,3,LwQ,182,180,1190,GasA,Good,Y,SBrkr,1190,900,0,2090,1,0,2,0,3,1,Good,6,Min1,1,Typical,Attchd,Fin,2,577,Typical,Typical,Paved,219,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,WD ,Normal,207500
A_1634,One_Story_PUD_1946_and_Newer,Residential_Low_Density,38,4740,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,CBlock,Good,Typical,Gd,GLQ,3,Unf,0,918,1166,GasA,Good,Y,SBrkr,1179,0,0,1179,1,0,2,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,RFn,2,480,Typical,Typical,Paved,0,108,0,0,135,0,No_Pool,No_Fence,None,0,10,2007,WD ,Normal,182000
A_1635,One_Story_PUD_1946_and_Newer,Residential_Low_Density,35,5118,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Very_Good,Average,1990,1990,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,386,1312,GasA,Good,Y,SBrkr,1321,0,0,1321,1,0,1,0,1,1,Good,4,Typ,1,Typical,Attchd,RFn,2,484,Typical,Typical,Paved,0,64,140,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,212000
A_1636,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,86,14157,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Stone_Brook,Norm,Norm,OneFam,One_Story,Excellent,Average,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200,Good,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,673,1922,GasA,Excellent,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,Good,8,Typ,1,Good,Attchd,Fin,3,676,Typical,Typical,Paved,178,51,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,377426
A_1637,Two_Story_1946_and_Newer,Residential_Low_Density,98,12328,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146,Good,Typical,PConc,Excellent,Typical,Mn,GLQ,3,Unf,0,163,1149,GasA,Excellent,Y,SBrkr,1164,1377,0,2541,1,0,3,1,4,1,Excellent,10,Typ,1,Good,BuiltIn,Fin,3,729,Typical,Typical,Paved,120,32,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,349265
A_1638,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,52,51974,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,PosN,Norm,OneFam,One_Story,Excellent,Average,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,710,Excellent,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,1559,2660,GasA,Excellent,Y,SBrkr,2338,0,0,2338,1,0,2,1,4,1,Good,8,Typ,2,Good,Attchd,Fin,3,1110,Good,Typical,Paved,0,135,0,0,322,0,No_Pool,No_Fence,None,0,6,2007,New,Partial,591587
A_1639,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,195,41600,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,TwoFmCon,One_Story,Average,Average,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Typical,Gd,ALQ,1,Unf,0,53,1100,GasW,Typical,Y,SBrkr,1424,0,0,1424,1,0,1,1,3,1,Typical,7,Mod,0,No_Fireplace,More_Than_Two_Types,Unf,3,828,Typical,Typical,Dirt_Gravel,144,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,155000
A_1640,One_Story_PUD_1946_and_Newer,Residential_Low_Density,61,8035,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,TwnhsE,One_Story,Excellent,Average,2006,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,165,Good,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,815,1612,GasA,Excellent,Y,SBrkr,1612,0,0,1612,1,0,2,0,2,1,Excellent,6,Typ,1,Good,Attchd,Fin,2,556,Typical,Typical,Paved,0,164,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,319900
A_1641,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,8089,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,One_Story,Very_Good,Above_Average,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,474,1419,GasA,Excellent,Y,SBrkr,1419,0,0,1419,1,0,2,0,2,1,Good,7,Typ,1,Good,Attchd,RFn,2,567,Typical,Typical,Paved,140,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2007,New,Partial,392000
A_1642,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,14082,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945,Good,Typical,PConc,Excellent,Good,Gd,GLQ,3,Unf,0,662,2220,GasA,Excellent,Y,SBrkr,2234,0,0,2234,1,0,1,1,1,1,Good,7,Typ,1,Good,Attchd,RFn,2,724,Typical,Typical,Paved,390,80,0,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,441929
A_1643,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,81,13870,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Stone_Brook,PosA,PosA,OneFam,One_Story,Very_Excellent,Average,2006,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,250,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,590,1742,GasA,Excellent,Y,SBrkr,2042,0,0,2042,1,0,2,0,3,1,Excellent,8,Typ,1,Good,Attchd,Fin,3,724,Typical,Typical,Paved,240,52,0,0,174,0,No_Pool,No_Fence,None,0,10,2007,New,Partial,455000
A_1644,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12546,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,310,Good,Good,CBlock,Good,Typical,No,BLQ,2,Unf,0,762,1440,GasA,Excellent,Y,SBrkr,1440,0,0,1440,0,0,2,0,3,1,Good,7,Typ,1,Typical,Attchd,Fin,2,467,Typical,Typical,Paved,0,0,99,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,182900
A_1645,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10960,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1984,1984,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Typical,No,GLQ,3,Unf,0,1028,1284,GasA,Typical,Y,SBrkr,1284,0,0,1284,1,0,2,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,2,480,Typical,Typical,Paved,0,0,192,0,0,0,No_Pool,No_Fence,None,0,4,2007,COD,Abnorml,174000
A_1646,Split_or_Multilevel,Residential_Low_Density,78,12090,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Good,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74,Typical,Typical,CBlock,Good,Typical,No,Unf,7,Unf,0,585,585,GasA,Excellent,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,Typical,7,Typ,1,Typical,BuiltIn,Fin,2,477,Typical,Typical,Paved,268,112,0,0,147,0,No_Pool,No_Fence,None,0,1,2007,WD ,Abnorml,178000
A_1647,Two_Story_1946_and_Newer,Residential_Low_Density,78,12090,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Good,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306,Good,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,404,725,GasA,Excellent,Y,SBrkr,725,754,0,1479,0,0,2,1,3,1,Good,6,Typ,1,Typical,Attchd,RFn,2,484,Typical,Typical,Paved,167,72,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,176000
A_1648,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93,12299,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Above_Average,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67,Typical,Typical,CBlock,Good,Typical,No,GLQ,3,Unf,0,201,1529,GasA,Typical,Y,SBrkr,1664,0,0,1664,1,0,2,0,3,1,Good,7,Typ,1,Typical,Attchd,Fin,2,663,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,WD ,Normal,213000
A_1649,Two_Story_1946_and_Newer,Residential_Low_Density,61,11339,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,PosA,Norm,OneFam,Two_Story,Good,Average,1979,1979,Hip,WdShake,HdBoard,Plywood,BrkFace,549,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,22,780,GasA,Typical,Y,SBrkr,1085,845,0,1930,1,0,2,1,4,1,Good,9,Typ,1,Typical,Attchd,Fin,2,481,Typical,Typical,Paved,192,72,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,192000
A_1650,Two_Story_1946_and_Newer,Residential_Low_Density,92,11952,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,PosA,Norm,OneFam,Two_Story,Good,Above_Average,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0,Typical,Typical,CBlock,Good,Typical,No,Unf,7,Unf,0,808,808,GasA,Typical,Y,SBrkr,1161,808,0,1969,0,0,2,1,3,1,Typical,8,Typ,1,Good,Attchd,RFn,2,534,Typical,Typical,Paved,0,0,0,0,276,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,190000
A_1651,Two_Story_1946_and_Newer,Residential_Low_Density,0,12046,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Above_Average,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,298,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,Unf,0,692,848,GasA,Typical,Y,SBrkr,1118,912,0,2030,0,0,2,1,4,1,Good,8,Typ,1,Typical,Attchd,Fin,2,551,Typical,Typical,Paved,0,224,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,195000
A_1652,Split_or_Multilevel,Residential_Low_Density,0,10395,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Northwest_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233,Typical,Typical,CBlock,Good,Typical,Av,ALQ,1,Unf,0,427,1032,GasA,Typical,Y,SBrkr,1032,0,0,1032,0,1,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,Unf,2,564,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,Shed,500,7,2007,WD ,Normal,148000
A_1653,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79,11850,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,372,1153,GasA,Typical,Y,SBrkr,1177,0,0,1177,0,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,Fin,2,495,Typical,Typical,Paved,204,103,0,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2007,WD ,Normal,151500
A_1654,Two_Story_1946_and_Newer,Residential_Low_Density,80,11584,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,SLvl,Good,Above_Average,1979,1979,Hip,CompShg,HdBoard,HdBoard,BrkFace,96,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Rec,110,114,539,GasA,Typical,Y,SBrkr,1040,685,0,1725,0,0,2,1,3,1,Typical,6,Typ,1,Typical,Attchd,RFn,2,550,Typical,Typical,Paved,0,88,216,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,197000
A_1655,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253,Typical,Typical,CBlock,Good,Typical,No,GLQ,3,Unf,0,356,1259,GasA,Excellent,Y,SBrkr,1353,0,0,1353,1,0,2,0,2,1,Typical,5,Typ,1,Typical,Attchd,RFn,2,478,Typical,Typical,Paved,240,141,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,192350
A_1656,Two_Story_1946_and_Newer,Residential_Low_Density,80,10793,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,RRAn,Norm,OneFam,Two_Story,Average,Average,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,BLQ,287,0,780,GasA,Excellent,Y,SBrkr,780,840,0,1620,0,0,2,1,4,1,Typical,7,Min1,0,No_Fireplace,Attchd,Fin,2,462,Typical,Typical,Paved,208,0,0,0,0,0,No_Pool,Good_Wood,None,0,4,2007,WD ,Normal,152000
A_1657,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,128,13001,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,PosN,Norm,OneFam,One_Story,Above_Average,Average,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,176,Typical,Typical,CBlock,Typical,Typical,Mn,ALQ,1,BLQ,121,1012,1625,GasA,Typical,Y,SBrkr,1220,0,0,1220,0,1,2,0,2,1,Typical,6,Typ,1,Typical,Attchd,Unf,2,944,Typical,Typical,Paved,0,0,249,0,0,0,No_Pool,No_Fence,None,0,9,2007,WD ,Normal,170000
A_1658,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,12243,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1971,1971,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Good,Typical,Av,ALQ,1,Unf,0,486,1484,GasA,Good,Y,SBrkr,1484,0,0,1484,0,0,2,0,3,1,Typical,7,Typ,1,Typical,Attchd,Unf,2,487,Typical,Typical,Paved,224,0,0,0,180,0,No_Pool,No_Fence,None,0,2,2007,WD ,Normal,175000
A_1659,Two_Story_1946_and_Newer,Residential_Low_Density,90,11700,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Above_Average,Above_Average,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365,Good,Typical,CBlock,Typical,Typical,No,ALQ,1,Rec,175,143,702,GasA,Good,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,Typical,7,Typ,1,Good,Attchd,Unf,2,539,Typical,Typical,Paved,224,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,175000
A_1660,Two_Story_1946_and_Newer,Residential_Low_Density,0,12384,Pave,No_Alley_Access,Regular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Good,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233,Typical,Typical,CBlock,Good,Typical,No,Unf,7,Unf,0,793,793,GasA,Typical,Y,SBrkr,1142,793,0,1935,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,RFn,2,550,Typical,Typical,Paved,0,113,252,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,197900
A_1661,Split_or_Multilevel,Residential_Low_Density,64,8991,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northwest_Ames,PosN,Norm,OneFam,SLvl,Good,Above_Average,1976,1976,Gable,CompShg,Plywood,Plywood,Stone,130,Typical,Typical,CBlock,Good,Typical,Gd,GLQ,3,Rec,604,0,1228,GasA,Typical,Y,SBrkr,1324,0,0,1324,0,1,2,0,3,1,Good,5,Typ,1,Fair,Attchd,Fin,2,585,Typical,Typical,Paved,407,36,0,0,0,0,No_Pool,No_Fence,None,0,2,2007,WD ,Normal,174000
A_1662,Two_Story_1946_and_Newer,Residential_Low_Density,80,8000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,PosN,Norm,OneFam,Two_Story,Above_Average,Above_Average,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,LwQ,153,0,1084,GasA,Typical,Y,SBrkr,1084,793,0,1877,1,0,2,1,4,1,Typical,8,Typ,1,Typical,Attchd,Unf,2,488,Typical,Typical,Paved,0,96,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,178900
A_1663,Split_or_Multilevel,Residential_Low_Density,70,10500,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Average,Good,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1,Unf,0,23,372,GasA,Typical,Y,SBrkr,576,533,0,1109,0,1,1,0,3,1,Typical,5,Typ,0,No_Fireplace,BuiltIn,Unf,1,288,Typical,Typical,Paved,35,0,0,0,0,0,No_Pool,Good_Wood,None,0,12,2007,WD ,Normal,139000
A_1664,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10530,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1971,1971,Hip,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,LwQ,35,664,981,GasA,Typical,Y,SBrkr,981,0,0,981,1,0,1,1,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,576,Typical,Typical,Paved,0,312,40,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,143250
A_1665,Two_Story_1946_and_Newer,Residential_Low_Density,0,7472,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,North_Ames,Norm,Norm,OneFam,Two_Story,Good,Excellent,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,99,725,GasA,Good,Y,SBrkr,725,754,0,1479,1,0,1,1,4,1,Good,7,Typ,0,No_Fireplace,Attchd,Fin,2,484,Typical,Typical,Paved,0,32,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,184000
A_1666,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,9457,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1970,1990,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,359,925,GasA,Typical,Y,SBrkr,1422,0,0,1422,1,0,1,0,3,1,Typical,7,Min2,0,No_Fireplace,Detchd,Unf,2,576,Typical,Typical,Paved,252,0,0,0,0,0,No_Pool,Good_Wood,None,0,9,2007,WD ,Normal,155000
A_1667,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,66,7920,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,GLQ,619,214,914,GasA,Excellent,Y,SBrkr,914,0,0,914,0,0,1,0,3,1,Excellent,5,Typ,0,No_Fireplace,Attchd,RFn,1,368,Typical,Good,Paved,120,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2007,WD ,Normal,133000
A_1668,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,61,9758,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,LwQ,287,251,950,GasA,Typical,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,1,280,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,119500
A_1669,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8294,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Average,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,858,858,GasA,Typical,Y,SBrkr,872,0,0,872,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,4,480,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Wood,None,0,6,2007,WD ,Normal,123000
A_1670,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,7340,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,536,858,GasA,Typical,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,Unf,1,684,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,110000
A_1671,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,17199,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Good,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Good,BrkTil,Typical,Typical,No,ALQ,1,Unf,0,600,914,GasA,Excellent,Y,SBrkr,914,0,0,914,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Basment,Unf,1,270,Fair,Typical,Paved,140,0,0,0,0,0,No_Pool,Good_Wood,None,0,7,2007,WD ,Normal,128000
